idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,traffic,industrial,background,no2,o3,pm10
2258,STA.IT1734A,STA.IT1734A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1734A/l3_mean_europe_2018_2020_005dg.netcdf,IT,237,459.1,0,1,0,0,0,1,21.27957533,62.76121809,23.94443212
2260,STA-CY0004A,STA-CY0004A/S2A_MSIL2A_20200826T082611_N0214_R021_T36SWD_20200826T114808.npy,STA-CY0004A/l3_mean_europe_2018_2020_005dg.netcdf,CY,175,94.4,0,0,1,1,0,0,28.27746005,55.49971827,44.74931506
2262,STA_ES1957A,STA_ES1957A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1957A/l3_mean_europe_2018_2020_005dg.netcdf,ES,25,142.1,0,1,0,0,0,1,14.07144349,57.69993038,32.11137135
2264,STA-RO0162A,STA-RO0162A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0162A/l3_mean_europe_2018_2020_005dg.netcdf,RO,223,73.5,0,0,1,0,0,1,23.44897559,44.61669227,21.76552715
2266,STA.03.1904,STA.03.1904/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.03.1904/l3_mean_europe_2018_2020_005dg.netcdf,AT,220,123.7,1,0,0,0,0,1,8.052078003,58.81180935,20.71506975
2268,STA.CZ_ALIB,STA.CZ_ALIB/S2A_MSIL2A_20200813T100031_N0214_R122_T33UVR_20200813T113828.npy,STA.CZ_ALIB/l3_mean_europe_2018_2020_005dg.netcdf,CZ,301,2683.7,0,1,0,0,0,1,18.59928092,59.63935813,22.61833985
2269,STA.CZ_ULOM,STA.CZ_ULOM/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.CZ_ULOM/l3_mean_europe_2018_2020_005dg.netcdf,CZ,265,156.8,1,0,0,0,0,1,12.30114126,53.89749902,34.19017964
2271,STA_ES1987A,STA_ES1987A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TVN_20200727T144035.npy,STA_ES1987A/l3_mean_europe_2018_2020_005dg.netcdf,ES,613,24.9,1,0,0,0,0,1,3.073084618,62.49140401,13.51777892
2272,STA_ES0880A,STA_ES0880A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES0880A/l3_mean_europe_2018_2020_005dg.netcdf,ES,6,97,0,0,1,1,0,0,21.59468673,42.97156398,22.11380624
2273,STA_ES1044A,STA_ES1044A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,STA_ES1044A/l3_mean_europe_2018_2020_005dg.netcdf,ES,195,56.3,0,1,0,1,0,0,28.29938224,53.97732689,16.73789344
2277,STA-GR0046A,STA-GR0046A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TFL_20200702T114806.npy,STA-GR0046A/l3_mean_europe_2018_2020_005dg.netcdf,GR,14,310.9,0,0,1,0,1,0,20.17851392,63.16956144,34.44053819
2283,STA.IT1388A,STA.IT1388A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT1388A/l3_mean_europe_2018_2020_005dg.netcdf,IT,113,181.7,0,1,0,0,0,1,24.29464238,50.68672037,29.3680856
2284,STA.DE_DESN093,STA.DE_DESN093/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN093/l3_mean_europe_2018_2020_005dg.netcdf,DE,430,162.8,1,0,0,0,0,1,10.13189725,49.81916214,16.7312451
2293,STA-FR15018,STA-FR15018/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR15018/l3_mean_europe_2018_2020_005dg.netcdf,FR,286,161.6,0,0,1,0,0,1,16.48081674,53.217444,15.94655297
2295,STA.IT1888A,STA.IT1888A/S2A_MSIL2A_20200810T095041_N0214_R079_T33SUC_20200810T114918.npy,STA.IT1888A/l3_mean_europe_2018_2020_005dg.netcdf,IT,187,252.1,0,0,1,0,0,1,23.74033082,54.70513762,21.93132334
2302,STA-FR33121,STA-FR33121/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR33121/l3_mean_europe_2018_2020_005dg.netcdf,FR,352,69.8,0,0,1,0,0,1,19.89251692,48.95942466,16.96777804
2307,STA.IT2281A,STA.IT2281A/S2B_MSIL2A_20200626T095029_N0214_R079_T33SUB_20200626T124342.npy,STA.IT2281A/l3_mean_europe_2018_2020_005dg.netcdf,IT,265,143.7,0,1,0,0,0,1,3.775696476,86.00796752,17.83427272
2309,STA_ES1047A,STA_ES1047A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,STA_ES1047A/l3_mean_europe_2018_2020_005dg.netcdf,ES,212,56.3,0,0,1,1,0,0,29.59155737,53.9336612,13.97541244
2311,STA_ES1740A,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,STA_ES1740A/l3_mean_europe_2018_2020_005dg.netcdf,ES,455,62.5,0,0,1,1,0,0,23.59484174,37.60024024,15.25331581
2312,STA.CZ_UULK,STA.CZ_UULK/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.CZ_UULK/l3_mean_europe_2018_2020_005dg.netcdf,CZ,367,156.8,0,1,0,0,0,1,11.78847592,70.30976833,20.72551963
2313,STA.03.0302,STA.03.0302/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.03.0302/l3_mean_europe_2018_2020_005dg.netcdf,AT,235,236.3,1,0,0,0,0,1,10.80032456,64.52000461,21.14084914
2318,STA-GR0020A,STA-GR0020A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TFL_20200702T114806.npy,STA-GR0020A/l3_mean_europe_2018_2020_005dg.netcdf,GR,30,310.9,0,0,1,0,1,0,27.32655576,48.33204051,38.25651061
2319,STA.04.S184,STA.04.S184/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S184/l3_mean_europe_2018_2020_005dg.netcdf,AT,260,346.7,0,0,1,0,0,1,25.79611871,47.55688402,22.43346005
2321,STA.IT1524A,STA.IT1524A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1524A/l3_mean_europe_2018_2020_005dg.netcdf,IT,164,85.4,0,0,1,0,0,1,21.5213099,40.60312841,27.92777778
2325,STA.DE_DEBW029,STA.DE_DEBW029/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW029/l3_mean_europe_2018_2020_005dg.netcdf,DE,424,207.4,0,1,0,0,0,1,21.72995923,54.09370756,15.30016003
2326,STA_ES1819A,STA_ES1819A/S2A_MSIL2A_20200615T110631_N0214_R137_T30STJ_20200615T135453.npy,STA_ES1819A/l3_mean_europe_2018_2020_005dg.netcdf,ES,214,31.5,0,0,1,0,0,1,9.10874175,56.59028321,14.62493075
2328,STA-FR12053,STA-FR12053/S2B_MSIL2A_20200902T104629_N0214_R051_T31TDJ_20200902T130435.npy,STA-FR12053/l3_mean_europe_2018_2020_005dg.netcdf,FR,183,67.4,0,0,1,0,0,1,6.312206678,59.54141321,14.58112398
2331,STA_ES1867A,STA_ES1867A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1867A/l3_mean_europe_2018_2020_005dg.netcdf,ES,5,142.1,0,0,1,1,0,0,13.1479335,56.594233,20.41883011
2336,STA.01.0002,STA.01.0002/S2B_MSIL2A_20200108T095309_N0213_R079_T33TWN_20200108T111854.npy,STA.01.0002/l3_mean_europe_2018_2020_005dg.netcdf,AT,344,66.9,1,0,0,0,0,1,8.032914824,55.36124181,19.50020258
2337,STA_ES1884A,STA_ES1884A/S2A_MSIL2A_20201226T105451_N0214_R051_T30SYJ_20201226T134024.npy,STA_ES1884A/l3_mean_europe_2018_2020_005dg.netcdf,ES,3,236,0,1,0,0,1,0,7.066823899,56.98626609,7.862242395
2338,STA-NL00131,STA-NL00131/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00131/l3_mean_europe_2018_2020_005dg.netcdf,NL,28,336.2,1,0,0,0,0,1,17.25475095,51.89035005,23.89495289
2339,STA.DE_DERP001,STA.DE_DERP001/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DERP001/l3_mean_europe_2018_2020_005dg.netcdf,DE,91,2263.7,0,0,1,0,0,1,23.93130443,50.53644385,21.57397848
2341,STA.DE_DEHE060,STA.DE_DEHE060/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE060/l3_mean_europe_2018_2020_005dg.netcdf,DE,483,85.7,1,0,0,0,0,1,6.268622027,65.38462449,12.62301126
2343,STA-MK0040A,STA-MK0040A/S2A_MSIL2A_20201122T093321_N0214_R136_T34TEM_20201122T122223.npy,STA-MK0040A/l3_mean_europe_2018_2020_005dg.netcdf,MK,191,37.6,0,0,1,1,0,0,20.88922405,33.68451798,53.64312679
2346,STA_ES2082A,STA_ES2082A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,STA_ES2082A/l3_mean_europe_2018_2020_005dg.netcdf,ES,389,62.5,0,1,0,0,0,1,9.129979784,60.60318584,13.79073262
2347,STA.IT1790A,STA.IT1790A/S2B_MSIL2A_20191026T101029_N0213_R022_T32TQS_20191026T133255.npy,STA.IT1790A/l3_mean_europe_2018_2020_005dg.netcdf,IT,615,55.9,1,0,0,0,0,1,8.995361166,56.78811122,12.58083832
2351,STA-BETR740,STA-BETR740/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR740/l3_mean_europe_2018_2020_005dg.netcdf,BE,5,594.5,1,0,0,0,1,0,22.16845963,44.3798627,25.25619995
2352,STA-NL00485,STA-NL00485/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00485/l3_mean_europe_2018_2020_005dg.netcdf,NL,1,1183.2,0,0,1,0,1,0,26.70138514,43.35429682,22.09656961
2353,STA-FR08614,STA-FR08614/S2A_MSIL2A_20200224T103021_N0214_R108_T31TFJ_20200224T132853.npy,STA-FR08614/l3_mean_europe_2018_2020_005dg.netcdf,FR,40,128.9,0,0,1,0,0,1,16.00322954,64.0730946,13.57542056
2355,STA-FR21040,STA-FR21040/S2A_MSIL2A_20200602T105631_N0214_R094_T30UXV_20200602T135525.npy,STA-FR21040/l3_mean_europe_2018_2020_005dg.netcdf,FR,56,82.3,0,0,1,0,0,1,11.36958781,57.31005727,17.16686162
2356,STA_ES1537A,STA_ES1537A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1537A/l3_mean_europe_2018_2020_005dg.netcdf,ES,700,21.2,0,0,1,0,0,1,20.13026193,55.03963943,29.46990795
2357,STA.DE_DESN092,STA.DE_DESN092/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.DE_DESN092/l3_mean_europe_2018_2020_005dg.netcdf,DE,112,1706.4,0,0,1,0,0,1,19.25754664,55.95184264,20.20859519
2359,STA.IT1918A,STA.IT1918A/S2A_MSIL2A_20200627T101031_N0214_R022_T32TQQ_20200627T120035.npy,STA.IT1918A/l3_mean_europe_2018_2020_005dg.netcdf,IT,9,142.1,0,0,1,0,0,1,27.40748899,57.00160256,29.21656051
2360,STA-TR100411,STA-TR100411/S2A_MSIL2A_20200706T085601_N0214_R007_T35SMD_20200706T120055.npy,STA-TR100411/l3_mean_europe_2018_2020_005dg.netcdf,TR,24,85.9,0,0,1,0,0,1,18.75511043,50.88125673,40.9877601
2361,STA_ES1802A,STA_ES1802A/S2A_MSIL2A_20200824T110631_N0214_R137_T30TVL_20200824T154400.npy,STA_ES1802A/l3_mean_europe_2018_2020_005dg.netcdf,ES,995,827.3,1,0,0,0,0,1,4.355914356,81.00555427,11.66269424
2364,STA-RO0140A,STA-RO0140A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TLK_20200823T110634.npy,STA-RO0140A/l3_mean_europe_2018_2020_005dg.netcdf,RO,464,122.8,0,0,1,0,1,0,11.8102747,64.10698347,26.09717391
2365,STA.IT2212A,STA.IT2212A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2212A/l3_mean_europe_2018_2020_005dg.netcdf,IT,31,2634.5,0,0,1,0,0,1,28.90937229,51.60231134,54.42009804
2366,STA_ES1542A,STA_ES1542A/S2A_MSIL2A_20200210T105201_N0214_R051_T31TBF_20200210T122350.npy,STA_ES1542A/l3_mean_europe_2018_2020_005dg.netcdf,ES,181,86.2,1,0,0,0,0,1,6.552300759,69.1070922,12.0790378
2367,STA.DE_DESN051,STA.DE_DESN051/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.DE_DESN051/l3_mean_europe_2018_2020_005dg.netcdf,DE,246,168.8,1,0,0,0,0,1,13.91586948,61.07010377,17.6698224
2368,STA-RO0082A,STA-RO0082A/S2B_MSIL2A_20200428T092029_N0214_R093_T34TGQ_20200428T122503.npy,STA-RO0082A/l3_mean_europe_2018_2020_005dg.netcdf,RO,128,86.4,0,1,0,0,0,1,12.88707414,49.62934897,22.73205882
2370,STA.DE_DEHE051,STA.DE_DEHE051/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE051/l3_mean_europe_2018_2020_005dg.netcdf,DE,931,161,1,0,0,0,0,1,4.971629977,83.81580812,10.46544183
2371,STA_ES1856A,STA_ES1856A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1856A/l3_mean_europe_2018_2020_005dg.netcdf,ES,136,718.7,0,0,1,0,0,1,28.98451431,53.1581578,19.33534482
2372,STA.DE_DETH013,STA.DE_DETH013/S2B_MSIL2A_20200807T102559_N0214_R108_T32UNB_20200807T132026.npy,STA.DE_DETH013/l3_mean_europe_2018_2020_005dg.netcdf,DE,210,409,0,0,1,0,0,1,15.27315203,54.26374448,16.7501117
2376,STA-FR09015,STA-FR09015/S2A_MSIL2A_20200719T105031_N0214_R051_T30TYS_20200719T134605.npy,STA-FR09015/l3_mean_europe_2018_2020_005dg.netcdf,FR,119,62.4,0,1,0,0,0,1,10.75998368,57.37259505,14.44702154
2377,STA-FR31021,STA-FR31021/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXP_20200806T131026.npy,STA-FR31021/l3_mean_europe_2018_2020_005dg.netcdf,FR,125,88.7,1,0,0,0,0,1,8.281843252,46.76541111,11.60367427
2380,STA-FI00363,STA-FI00363/S2A_MSIL2A_20200522T095041_N0214_R079_T35VNK_20200522T123919.npy,STA-FI00363/l3_mean_europe_2018_2020_005dg.netcdf,FI,112,14.7,0,0,1,0,0,1,10.15403818,52.97317937,10.57001716
2381,STA_PL0141A,STA_PL0141A/S2B_MSIL2A_20200325T094029_N0214_R036_T34UDC_20200325T130308.npy,STA_PL0141A/l3_mean_europe_2018_2020_005dg.netcdf,PL,102,3495.3,0,0,1,0,0,1,26.73767224,46.74003853,35.5168355
2383,STA.DE_DESH008,STA.DE_DESH008/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DESH008/l3_mean_europe_2018_2020_005dg.netcdf,DE,45,130.2,1,0,0,0,0,1,11.05218751,61.05960814,16.76300484
2384,STA-FR04004,STA-FR04004/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04004/l3_mean_europe_2018_2020_005dg.netcdf,FR,60,21043.6,0,0,1,0,0,1,36.31307815,44.35594656,21.23264667
2385,STA.DE_DESL020,STA.DE_DESL020/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL020/l3_mean_europe_2018_2020_005dg.netcdf,DE,192,802.7,0,0,1,1,0,0,38.80475698,41.08401601,20.66591456
2387,STA.06.194,STA.06.194/S2B_MSIL2A_20201004T095039_N0214_R079_T33TWN_20201004T120417.npy,STA.06.194/l3_mean_europe_2018_2020_005dg.netcdf,AT,679,50,0,1,0,0,0,1,15.02271298,44.73994846,15.86117746
2390,STA-TR540331,STA-TR540331/S2B_MSIL2A_20200807T084559_N0214_R107_T36TTL_20200807T111514.npy,STA-TR540331/l3_mean_europe_2018_2020_005dg.netcdf,TR,32,206.8,0,0,1,1,0,0,25.44090247,44.76442139,59.75103716
2392,STA.IT1826A,STA.IT1826A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1826A/l3_mean_europe_2018_2020_005dg.netcdf,IT,267,459.1,0,0,1,0,0,1,22.19080721,58.68490584,22.47666574
2394,STA.IT0888A,STA.IT0888A/S2A_MSIL2A_20201221T100431_N0214_R122_T33TUG_20201221T115632.npy,STA.IT0888A/l3_mean_europe_2018_2020_005dg.netcdf,IT,219,823.7,0,1,0,0,1,0,32.08495116,40.21827481,24.99719101
2396,STA.CZ_CPRA,STA.CZ_CPRA/S2B_MSIL2A_20200821T100559_N0214_R022_T33UVQ_20200821T130423.npy,STA.CZ_CPRA/l3_mean_europe_2018_2020_005dg.netcdf,CZ,583,66.7,0,1,0,0,0,1,11.35887242,62.02255737,18.28706404
2398,STA.IT1812A,STA.IT1812A/S2A_MSIL2A_20200411T102021_N0214_R065_T32TNR_20200411T143032.npy,STA.IT1812A/l3_mean_europe_2018_2020_005dg.netcdf,IT,1192,459.1,1,0,0,0,0,1,7.423073994,89.27155151,15.88302964
2399,STA.06.179,STA.06.179/S2B_MSIL2A_20200108T095309_N0213_R079_T33TWN_20200108T111854.npy,STA.06.179/l3_mean_europe_2018_2020_005dg.netcdf,AT,349,80.9,0,1,0,0,0,1,16.80658674,46.95279556,21.60398089
2400,STA.IT2155A,STA.IT2155A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT2155A/l3_mean_europe_2018_2020_005dg.netcdf,IT,450,179.2,1,0,0,0,0,1,9.425429781,50.49270634,15.65683034
2406,STA.03.2401,STA.03.2401/S2B_MSIL2A_20200108T095309_N0213_R079_T33TWN_20200108T111854.npy,STA.03.2401/l3_mean_europe_2018_2020_005dg.netcdf,AT,265,77.7,0,1,0,0,0,1,13.00552621,56.3019616,21.56102088
2407,STA.IT2228A,STA.IT2228A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2228A/l3_mean_europe_2018_2020_005dg.netcdf,IT,125,133.9,0,0,1,0,0,1,16.14593955,47.44546037,22.62575107
2408,STA_ES1792A,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1792A/l3_mean_europe_2018_2020_005dg.netcdf,ES,31,52.5,0,1,0,0,1,0,14,68.8550213,23.73562864
2409,STA.DE_DEHB006,STA.DE_DEHB006/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB006/l3_mean_europe_2018_2020_005dg.netcdf,DE,5,1834.4,0,0,1,1,0,0,37.69345346,41.33912319,25.3108238
2410,STA.04.S156,STA.04.S156/S2A_MSIL2A_20200518T101031_N0214_R022_T32UQU_20200518T130110.npy,STA.04.S156/l3_mean_europe_2018_2020_005dg.netcdf,AT,350,103.1,0,1,0,0,0,1,18.8906208,47.56750565,17.83183709
2411,STA.IT1848A,STA.IT1848A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT1848A/l3_mean_europe_2018_2020_005dg.netcdf,IT,824,318,1,0,0,0,0,1,10.64278593,80.42391304,15.84302326
2413,STA.IT1962A,STA.IT1962A/S2B_MSIL2A_20200207T095059_N0214_R079_T33TVG_20200207T120904.npy,STA.IT1962A/l3_mean_europe_2018_2020_005dg.netcdf,IT,170,55.3,0,0,1,0,0,1,27.19252668,46.31275432,28.328125
2414,STA.DE_DEBW022,STA.DE_DEBW022/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW022/l3_mean_europe_2018_2020_005dg.netcdf,DE,136,232.1,0,1,0,0,1,0,25.40508573,51.43982397,17.0843961
2421,STA_ES0007R,STA_ES0007R/S2B_MSIL2A_20200707T105619_N0214_R094_T30SVG_20200707T135135.npy,STA_ES0007R/l3_mean_europe_2018_2020_005dg.netcdf,ES,1230,72.9,1,0,0,0,0,1,3.972270881,85.78487422,14.71304348
2422,STA_ES1393A,STA_ES1393A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES1393A/l3_mean_europe_2018_2020_005dg.netcdf,ES,51,80.3,0,0,1,1,0,0,24.50756222,60.97374985,27.69491525
2430,STA.DE_DEBY088,STA.DE_DEBY088/S2A_MSIL2A_20200518T101031_N0214_R022_T32UQU_20200518T130110.npy,STA.DE_DEBY088/l3_mean_europe_2018_2020_005dg.netcdf,DE,488,122.1,0,1,0,0,0,1,16.56035949,51.63092671,16.94556126
2437,STA-TR340841,STA-TR340841/S2B_MSIL2A_20200701T085559_N0214_R007_T35TPF_20200701T124301.npy,STA-TR340841/l3_mean_europe_2018_2020_005dg.netcdf,TR,128,2900.1,0,0,1,0,0,1,39.25479672,33.79059875,64.62607986
2438,STA_ES1903A,STA_ES1903A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1903A/l3_mean_europe_2018_2020_005dg.netcdf,ES,14,718.7,0,1,0,0,0,1,21.46825029,59.18936416,19.36484848
2443,STA.IT1975A,STA.IT1975A/S2B_MSIL2A_20200403T100549_N0214_R022_T32TNQ_20200403T135337.npy,STA.IT1975A/l3_mean_europe_2018_2020_005dg.netcdf,IT,61,112,0,0,1,0,0,1,28.71587875,60.65734051,28.02102102
2444,STA.IT1037A,STA.IT1037A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT1037A/l3_mean_europe_2018_2020_005dg.netcdf,IT,203,87.8,0,0,1,0,0,1,33.54946323,43.06007796,19.51820728
2445,STA-BG0013A,STA-BG0013A/S2B_MSIL2A_20200731T085559_N0214_R007_T35TNH_20200731T120922.npy,STA-BG0013A/l3_mean_europe_2018_2020_005dg.netcdf,BG,20,124.9,0,0,1,0,0,1,18.11009815,51.10197706,25.18087542
2446,STA-BETN070,STA-BETN070/S2B_MSIL2A_20200515T104619_N0214_R051_T31UER_20200515T135604.npy,STA-BETN070/l3_mean_europe_2018_2020_005dg.netcdf,BE,30,443.5,0,1,0,0,0,1,26.26954708,41.43260225,18.34946815
2449,STA_PL0008A,STA_PL0008A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0008A/l3_mean_europe_2018_2020_005dg.netcdf,PL,273,1944.1,0,0,1,0,0,1,29.67652537,44.54533577,40.26226187
2450,STA.IT1535A,STA.IT1535A/S2B_MSIL2A_20200722T100559_N0214_R022_T32TPR_20200722T141538.npy,STA.IT1535A/l3_mean_europe_2018_2020_005dg.netcdf,IT,25,318,0,0,1,0,0,1,22.54776269,61.45209581,30.03611111
2451,STA.DE_DETH026,STA.DE_DETH026/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DETH026/l3_mean_europe_2018_2020_005dg.netcdf,DE,450,101.4,1,0,0,0,0,1,10.56201021,65.71026891,12.41234522
2454,STA.IT1842A,STA.IT1842A/S2A_MSIL2A_20200525T100031_N0214_R122_T33TUH_20200525T125226.npy,STA.IT1842A/l3_mean_europe_2018_2020_005dg.netcdf,IT,1000,169.3,1,0,0,0,0,1,4.598023819,82.67592799,14.71877022
2455,STA-NL00012,STA-NL00012/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00012/l3_mean_europe_2018_2020_005dg.netcdf,NL,4,1968.5,0,0,1,1,0,0,35.58748707,44.27116805,23.63197701
2456,STA.DE_DENI063,STA.DE_DENI063/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DENI063/l3_mean_europe_2018_2020_005dg.netcdf,DE,3,170.4,1,0,0,0,0,1,14.52477009,53.54923789,16.19688634
2459,STA-CY0002R,STA-CY0002R/S2A_MSIL2A_20200816T082611_N0214_R021_T36SVD_20200816T111839.npy,STA-CY0002R/l3_mean_europe_2018_2020_005dg.netcdf,CY,532,94.4,1,0,0,0,0,1,1.836974066,90.34680025,22.17041096
2462,STA.DE_DEBW009,STA.DE_DEBW009/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW009/l3_mean_europe_2018_2020_005dg.netcdf,DE,112,1499.8,0,0,1,0,0,1,23.06510192,53.27356749,15.36093267
2463,STA_ES0822A,STA_ES0822A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES0822A/l3_mean_europe_2018_2020_005dg.netcdf,ES,66,52.5,0,0,1,0,1,0,38,74.06519281,23.47775378
2470,STA-PT05007,STA-PT05007/S2A_MSIL2A_20200824T110631_N0214_R137_T29SNB_20200824T154400.npy,STA-PT05007/l3_mean_europe_2018_2020_005dg.netcdf,PT,4,89,0,0,1,0,0,1,10.23740283,75.39123328,18.08493371
2472,STA-FR19008,STA-FR19008/S2B_MSIL2A_20200806T105619_N0214_R094_T30TWT_20200806T131026.npy,STA-FR19008/l3_mean_europe_2018_2020_005dg.netcdf,FR,29,157.3,1,0,0,0,0,1,4.276194621,60.74855919,16.25363429
2473,STA-FR20062,STA-FR20062/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR20062/l3_mean_europe_2018_2020_005dg.netcdf,FR,160,576.2,0,0,1,0,0,1,24.79234991,55.42310523,18.91264957
2476,STA-HU0023A,STA-HU0023A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-HU0023A/l3_mean_europe_2018_2020_005dg.netcdf,HU,111,86.8,0,0,1,0,0,1,21.42757738,50.69171032,24.39835165
2479,STA-FR04098,STA-FR04098/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04098/l3_mean_europe_2018_2020_005dg.netcdf,FR,80,240.8,0,0,1,0,0,1,24.21947574,50.09147165,18.83022383
2482,STA_ES1685A,STA_ES1685A/S2B_MSIL2A_20200106T105339_N0213_R051_T31TBE_20200106T121433.npy,STA_ES1685A/l3_mean_europe_2018_2020_005dg.netcdf,ES,160,86.2,0,0,1,0,1,0,16.47502721,55.88937228,25.21572234
2483,STA.DE_DERP015,STA.DE_DERP015/S2A_MSIL2A_20200805T104031_N0214_R008_T31UGR_20200805T121101.npy,STA.DE_DERP015/l3_mean_europe_2018_2020_005dg.netcdf,DE,680,60.5,1,0,0,0,0,1,6.250749386,67.98483594,12.6635897
2487,STA_ES1625A,STA_ES1625A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1625A/l3_mean_europe_2018_2020_005dg.netcdf,ES,25,236,0,0,1,1,0,0,20.80566849,61.08347305,18.68227425
2488,STA_ES1181A,STA_ES1181A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1181A/l3_mean_europe_2018_2020_005dg.netcdf,ES,41,236,0,0,1,1,0,0,23.473415,50.33845072,23.69213974
