AirQualityStation,Countrycode,Altitude,AreaType,StationType,PopulationDensity,no2_average
STA.IT2148A,IT,100,suburban,background,212.4,14.0610646
STA.IT2146A,IT,35,suburban,industrial,324.9,24.4324175
STA.IT2145A,IT,55,urban,industrial,324.9,19.68410406
STA.IT2144A,IT,40,suburban,industrial,324.9,20.58085485
STA.IT2143A,IT,15,suburban,traffic,324.9,14.90110492
STA.IT2139A,IT,20,suburban,industrial,212.4,18.16488338
STA.IT2137A,IT,20,suburban,background,212.4,16.60322988
STA.IT2134A,IT,95,suburban,background,107.3,10.67923039
STA.IT2128A,IT,281,suburban,background,73.3,15.56953107
STA.IT2121A,IT,301,urban,traffic,283.2,24.38251492
STA.IT2114A,IT,623,suburban,industrial,106,8.886499054
STA.IT2028A,IT,20,urban,background,171.3,17.98263112
STA.IT2026A,IT,224,suburban,industrial,171.3,12.14427624
STA.IT2021A,IT,118,urban,traffic,236.6,15.96304466
STA.IT2018A,IT,139,suburban,traffic,212.4,16.78402358
STA.IT1898A,IT,40,urban,background,176.3,26.05814708
STA.IT1889A,IT,101,urban,background,252.1,5.640236096
STA.IT1888A,IT,187,urban,background,252.1,23.74033082
STA.IT1886A,IT,5,urban,traffic,250.3,28.3592693
STA.IT1873A,IT,215,urban,background,820.9,25.95631143
STA.IT1860A,IT,319,urban,background,106,26.74738806
STA.IT1859A,IT,197,urban,traffic,87.8,44.46577706
STA.IT1856A,IT,673,urban,background,59.6,8.653652968
STA.IT1837A,IT,26,urban,traffic,823.7,58.28037952
STA.IT1836A,IT,31,urban,background,823.7,42.58892413
STA.IT1835A,IT,41,urban,background,823.7,33.28818652
STA.IT1834A,IT,32,urban,traffic,823.7,49.74129959
STA_PL0039A,PL,195,urban,industrial,2393.9,27.03710409
STA.IT1823A,IT,100,suburban,background,324.9,14.96675997
STA.IT1899A,IT,160,urban,background,311.1,14.51461403
STA.IT2167A,IT,6,suburban,background,148.9,7.792237443
STA.IT1901A,IT,498,urban,background,106,14.54007183
STA.IT1906A,IT,31,urban,background,823.7,38.86211562
STA.IT2014A,IT,211,rural,background,459.1,17.152634
STA.IT2013A,IT,255,urban,background,151.1,28.26061941
STA.IT2012A,IT,55,suburban,background,823.7,19.72148347
STA.IT2009A,IT,275,urban,background,77.5,11.34029211
STA.IT2007A,IT,323,urban,background,514.8,22.1937816
STA.IT1989A,IT,40,urban,traffic,171.3,19.07419838
STA.IT1967A,IT,290,urban,background,57.4,19.34588397
STA.IT1963A,IT,1576,rural,background,333.8,5.77076748
STA.IT1962A,IT,170,urban,background,55.3,27.19252668
STA.IT1961A,IT,1639,rural,background,73.3,5.470710093
STA.IT1953A,IT,50,suburban,industrial,286.3,9.806267413
STA.IT1932A,IT,58,urban,traffic,286.3,16.74774996
STA.IT1902A,IT,209,rural,background,106,11.28276968
STA.IT1890A,IT,925,urban,background,64.7,3.189126715
STA.IT2175A,IT,146,urban,background,91.3,16.24153074
Station_GB1008A,GB,3,urban,traffic,327.3,17.74600913
Station_GB1005A,GB,7,urban,background,325.9,12.33422514
Station_GB0997A,GB,4,urban,industrial,541.3,16.83671534
Station_GB0996A,GB,41,urban,traffic,160,25.19847322
Station_GB0934A,GB,59,urban,background,130.8,16.55652671
Station_GB0925A,GB,11,urban,traffic,56.3,22.16417184
Station_GB1028A,GB,40,urban,background,3573,23.74937347
Station_GB0923A,GB,27,urban,traffic,76.2,38.21629434
Station_GB0742A,GB,6,urban,traffic,26.1,19.14166705
Station_GB0735A,GB,4,urban,industrial,541.3,14.41067987
Station_GB0657A,GB,10,urban,traffic,3573,60.60204521
Station_GB0646A,GB,41,urban,background,4405,27.51281035
STA.IT2287A,IT,10,urban,background,252.1,24.66332542
Station_GB0839A,GB,81,urban,background,1969.8,18.32890272
Station_GB1035A,GB,27,urban,traffic,3573,29.3016109
Station_GB1044A,GB,35,urban,traffic,3573,30.69983666
STA_PL0014A,PL,176,rural,background,103.1,10.61231011
STA.IT2174A,IT,24,urban,traffic,259.1,26.29099538
STA_PL0028A,PL,645,rural,background,100,6.07985389
STA_PL0012A,PL,207,urban,traffic,2393.9,60.81694461
STA_PL0008A,PL,273,urban,background,1944.1,29.67652537
STA_PL0005R,PL,157,rural,background,48.1,3.922012539
STA_NO0102A,NO,153,suburban,traffic,11.8,25.97127688
STA_ES1828A,ES,30,suburban,background,138.2,6.266648943
Station_GB1091A,GB,85,urban,traffic,1969.8,50.89837604
Station_GB1085A,GB,84,urban,background,118.4,12.37420933
Station_GB1074A,GB,53,urban,traffic,130.8,22.45336525
Station_GB1062A,GB,9,urban,traffic,588.7,32.33760454
Station_GB1059A,GB,43,urban,traffic,4405,34.17685096
STA.IT2284A,IT,583,suburban,industrial,38.8,27.96980871
STA.IT2281A,IT,265,suburban,background,143.7,3.775696476
STA.IT2222A,IT,59,suburban,industrial,350.1,22.24232243
STA.IT2221A,IT,83,urban,industrial,2634.5,29.59227961
STA.IT2220A,IT,45,suburban,industrial,350.1,28.37593761
STA.IT2219A,IT,27,urban,background,2634.5,28.36172627
STA.IT2218A,IT,39,suburban,traffic,350.1,22.76419304
STA.IT2217A,IT,45,suburban,background,2634.5,20.85844903
STA.IT2216A,IT,57,suburban,background,2634.5,28.95914967
STA.IT2215A,IT,128,suburban,background,133.9,13.73912848
STA.IT2214A,IT,48,urban,traffic,222.3,24.04394213
STA.IT2212A,IT,31,urban,background,2634.5,28.90937229
STA.IT2211A,IT,29,suburban,industrial,2634.5,21.34287182
STA.IT2279A,IT,570,suburban,traffic,71.8,57.67598248
STA.IT2210A,IT,303,suburban,industrial,150.1,11.99907201
STA.IT2223A,IT,20,suburban,industrial,2634.5,30.88528452
STA.IT2224A,IT,29,suburban,industrial,350.1,30.65376564
STA.IT2213A,IT,191,suburban,background,222.3,25.47900613
STA.IT2226A,IT,29,suburban,industrial,2634.5,22.99380958
STA.IT2273A,IT,445,suburban,industrial,222.3,20.72334968
STA.IT2225A,IT,21,suburban,industrial,350.1,22.33051684
STA.IT2271A,IT,38,urban,traffic,350.1,30.59683587
STA.IT2269A,IT,11,urban,background,222.3,16.61691683
STA.IT2268A,IT,70,urban,background,222.3,25.96994619
STA.IT2276A,IT,792,urban,background,150.1,8.662967241
STA.IT2270A,IT,75,urban,background,2634.5,19.48693975
STA.IT2227A,IT,357,urban,traffic,150.1,24.42324993
STA.IT2228A,IT,125,urban,background,133.9,16.14593955
STA.IT2272A,IT,39,urban,background,2634.5,26.10334202
STA.IT2229A,IT,25,urban,traffic,250.3,21.40675193
STA.IT2233A,IT,583,urban,background,38.8,23.34068599
STA.IT2234A,IT,583,suburban,industrial,38.8,23.585794
STA-FR34013,FR,117,urban,traffic,100.7,29.15974144
STA-FR33305,FR,220,urban,background,115.6,15.12164386
STA-FR34014,FR,110,urban,background,100.7,11.84602226
STA-FR32006,FR,172,suburban,background,64.4,16.25999534
STA-FR32005,FR,281,urban,background,64.4,14.58360446
STA-FR31043,FR,70,urban,background,88.7,13.23437463
STA-FR31036,FR,14,urban,background,44.3,11.47352518
STA-FR31020,FR,107,rural-nearcity,industrial,88.7,10.25506463
STA-FR34038,FR,182,rural-remote,background,41.3,3.83155545
STA-FR34029,FR,109,urban,background,100.7,8.42664889
STA-FR31017,FR,40,urban,traffic,88.7,26.63301875
STA-FR26017,FR,190,urban,background,29.8,9.222458214
STA-FR26014,FR,246,urban,background,60.9,20.53146593
STA-FR26005,FR,238,suburban,background,60.9,13.51900226
STA-FR23181,FR,10,urban,background,207.5,9.132259191
STA-FR23153,FR,4,suburban,industrial,207.5,7.588321667
STA-FR23124,FR,100,rural-remote,background,100.6,4.630654073
STA-FR23110,FR,10,urban,background,207.5,9.441249114
STA-FR23075,FR,8,suburban,industrial,207.5,11.5712434
STA-FR23070,FR,62,suburban,industrial,207.5,5.736123193
STA-FR23068,FR,25,rural-nearcity,industrial,207.5,5.342325364
STA-FR23003,FR,5,suburban,industrial,207.5,8.247813719
STA-FR23001,FR,10,suburban,industrial,207.5,8.596228382
STA-FR31016,FR,35,urban,background,88.7,15.18397035
STA-FR26043,FR,240,urban,traffic,60.9,20.47935416
STA-FR30018,FR,380,urban,traffic,61.7,17.77843771
STA-FR28033,FR,23,suburban,background,218.6,12.28719904
STA-FR28028,FR,26,urban,background,218.6,16.55719871
STA-FR82010,FR,331,urban,background,103,19.00332672
STA-PT05012,PT,300,rural,background,89,1.468583883
STA-PT05011,PT,6,urban,traffic,89,22.15774934
STA-PT05007,PT,4,urban,background,89,10.23740283
STA-PT04006,PT,187,rural,background,21.3,3.110986197
STA-NL00704,NL,4,urban,industrial,1406,25.59735084
STA-NL00701,NL,1,urban,background,1406,21.48973711
STA-NL00553,NL,7,urban,industrial,1212.2,20.83588147
STA-NL00551,NL,1,urban,industrial,1212.2,27.32251807
STA-NL00550,NL,1,urban,traffic,1746.2,25.5534302
STA-NL00546,NL,1,urban,industrial,1406,28.61212236
STA-NL00538,NL,-4,rural,background,340,13.12065407
STA-NL00495,NL,0,urban,industrial,1183.2,27.97160009
STA-NL00446,NL,-2,suburban,background,3352,24.9896871
STA-NL00445,NL,4,urban,traffic,3352,31.82770248
STA-NL00444,NL,4,rural,background,1494.5,15.84589332
STA-NL00318,NL,5,rural,background,142.3,15.98680176
STA-FR82020,FR,360,urban,traffic,235.4,24.02352465
STA-PT02020,PT,473,rural,background,34.2,4.990498812
STA-PT04003,PT,235,rural,industrial,18.1,4.691948591
STA-PT04002,PT,53,rural,background,18.1,2.50423141
STA-PT03104,PT,41,urban,background,1010.7,15.75419302
STA-PT03103,PT,24,urban,background,1010.7,18.51937136
STA-PT03102,PT,143,rural,background,161.8,3.736436063
STA-PT03101,PT,22,urban,background,1010.7,19.90046024
STA-PT03100,PT,76,urban,traffic,1010.7,37.66079981
STA-PT03099,PT,57,rural,background,1010.7,6.610619973
STA-PT03097,PT,124,urban,traffic,1010.7,32.07225067
STA-PT03096,PT,143,rural,background,56.2,4.972424526
STA-PT03095,PT,30,urban,industrial,1010.7,17.4435812
STA-PT03094,PT,16,urban,traffic,1010.7,19.07681797
STA-PT03093,PT,2,urban,background,1010.7,13.44465352
STA-PT03089,PT,173,urban,background,1010.7,13.05840532
STA-PT03087,PT,143,urban,background,1010.7,21.22482371
STA-PT03085,PT,10,urban,background,1010.7,18.51295198
STA-PT03084,PT,132,urban,background,1010.7,20.58604624
STA-PT03083,PT,63,urban,background,1010.7,25.37921005
STA-PT03082,PT,109,urban,background,1010.7,32.73036741
STA-PT03075,PT,44,urban,traffic,1010.7,60.68769782
STA-PT03072,PT,86,urban,traffic,1010.7,40.54022028
STA-PT03071,PT,32,urban,background,1010.7,30.43117695
STA-PT03070,PT,56,urban,background,1010.7,24.54343551
STA-PT03063,PT,47,suburban,industrial,1010.7,22.25809886
STA-PT03055,PT,31,urban,industrial,1010.7,16.14349726
STA-FR03084,FR,21,suburban,background,157.7,17.04454609
STA-FR03080,FR,19,urban,background,157.7,17.15921973
STA-FR02041,FR,82,urban,background,427.1,15.3082003
STA-FR02022,FR,10,urban,background,427.1,17.92321662
STA-CH0055A,CH,383,urban,background,2046.8,34.65564823
STA-CH0050A,CH,439,suburban,background,2046.8,16.3404391
STA-FR03087,FR,19,urban,traffic,157.7,26.42921136
STA-FR04002,FR,28,urban,background,9371.4,30.06023763
STA-FR04012,FR,66,urban,traffic,21043.6,68.64236145
STA-FR04149,FR,68,urban,background,722.6,23.54176407
STA-FR04143,FR,37,urban,background,21043.6,34.23181975
STA-FR04141,FR,35,urban,traffic,21043.6,58.90965197
STA-FR04131,FR,42,urban,traffic,21043.6,52.21509867
STA-FR04123,FR,44,urban,traffic,6979,56.10719331
STA-FR04122,FR,48,suburban,traffic,240.8,42.02088615
STA-FR04118,FR,45,urban,traffic,21043.6,65.16246274
STA-FR04071,FR,32,urban,traffic,21043.6,46.47514131
STA-FR04069,FR,56,suburban,background,240.8,18.9786701
STA-FR04060,FR,31,urban,background,21043.6,33.67132575
STA-FR04059,FR,31,urban,background,6979,29.75382211
STA-FR04058,FR,35,urban,traffic,6979,80.1640225
STA-FR04051,FR,56,urban,background,996.4,26.35711787
STA-FR04037,FR,57,urban,background,21043.6,30.69013621
STA-FR04034,FR,95,urban,background,5773.6,29.80778841
STA-FR04031,FR,34,urban,traffic,21043.6,45.40838491
STA-FR04018,FR,42,urban,background,6979,33.33985658
STA-FR04017,FR,36,urban,background,9371.4,34.0293966
STA-FR04014,FR,40,urban,background,21043.6,33.67175646
STA-FR04004,FR,60,urban,background,21043.6,36.31307815
STA-FR04150,FR,58,urban,background,9371.4,32.75846651
STA-BETN060,BE,0,rural,background,241.3,13.21019332
STA-BETM705,BE,19,suburban,industrial,557.2,23.82041799
STA-BETE716,BE,8,suburban,industrial,594.5,20.01748543
STA-BETE715,BE,4,rural,industrial,432.9,16.37206962
STA-BETE714,BE,11,rural,industrial,432.9,16.47837934
STA-BELR833,BE,5,rural,industrial,1093.8,26.19893002
STA-BETR892,BE,9,rural,industrial,546.6,34.14322449
STA-BETR831,BE,3,rural,industrial,1093.8,25.51959164
STA-BETR823,BE,0,suburban,background,546.6,21.77088474
STA-BETR820,BE,11,suburban,background,1093.8,17.47628983
STA-BETR721,BE,6,suburban,industrial,594.5,23.47234798
STA-BETR710,BE,6,suburban,background,594.5,19.74462334
STA-BETR702,BE,8,urban,traffic,594.5,33.98222196
STA-BETR701,BE,5,urban,background,594.5,25.7485669
STA-FR04180,FR,81,suburban,traffic,722.6,62.84897734
STA-FR12085,FR,147,urban,traffic,218.5,46.66772596
STA-FR12054,FR,145,urban,traffic,218.5,37.48376811
STA-FR19033,FR,20,urban,background,109.9,12.26586797
STA-FR19032,FR,37,urban,background,109.9,9.804931148
STA-FR19021,FR,14,urban,background,109.9,12.09894431
STA-FR04179,FR,32,urban,background,21043.6,27.5241299
STA-FR12045,FR,377,urban,traffic,50.5,16.45777076
STA-FR12026,FR,182,urban,background,67.4,13.73015016
STA-FR07048,FR,208,rural-nearcity,traffic,45.6,37.0124286
STA-FR07022,FR,235,rural-regional,background,45.6,3.211925649
STA-FR06134,FR,22,suburban,background,453.4,12.50143849
STA-FR05090,FR,92,urban,background,199.5,12.24124293
STA-FR05089,FR,60,urban,traffic,199.5,34.88482957
STA-FR05083,FR,80,urban,industrial,199.5,12.79877068
STA-FR04328,FR,127,rural-regional,background,240.8,6.816982011
STA-FR04323,FR,81,urban,background,722.6,24.54680119
STA-FR07057,FR,221,urban,background,45.6,11.31048572
STA-FR12042,FR,405,urban,background,50.5,11.48704193
STA-FR07058,FR,203,urban,background,45.6,14.64461663
STA-FR12021,FR,139,urban,background,218.5,15.49442964
STA-FR10026,FR,3,urban,background,218.6,16.47594399
STA-FR09008,FR,10,suburban,background,93.7,8.669389911
STA-FR09003,FR,10,urban,background,93.7,16.85027111
STA-FR08616,FR,50,urban,traffic,128.9,32.74877205
STA-FR08614,FR,40,urban,background,128.9,16.00223379
STA-FR08204,FR,15,rural-nearcity,background,128.9,8.161137603
STA_ES1746A,ES,570,rural,industrial,62.3,5.079569394
STA_ES1740A,ES,455,urban,traffic,62.5,23.59484174
STA_ES1718A,ES,691,urban,industrial,47.5,13.54251299
STA_ES1713A,ES,76,urban,background,515.2,24.64720138
STA_ES1712A,ES,17,urban,background,515.2,23.9239345
STA_ES1711A,ES,510,suburban,background,236,4.617006074
STA_ES1709A,ES,195,suburban,background,236,7.685251087
STA_ES1690A,ES,259,rural,background,86.2,7.020955574
STA_ES1687A,ES,50,suburban,industrial,86.2,15.80754151
STA_ES1747A,ES,418,urban,background,62.5,16.83931249
STA_ES1685A,ES,160,urban,industrial,86.2,16.47448609
STA_ES1679A,ES,7,urban,background,718.7,35.48323699
STA_ES1677A,ES,32,suburban,background,321.5,11.7344049
STA_ES1675A,ES,44,suburban,background,321.5,8.636571566
STA_ES1673A,ES,50,urban,traffic,108.5,13.77740673
STA_ES1672A,ES,480,suburban,traffic,108.5,5.257953371
STA_ES1671A,ES,430,rural,background,236,3.93454072
STA_ES1670A,ES,804,rural,background,236,4.649360058
STA_ES1666A,ES,13,urban,background,127.8,22.17229808
STA_ES1664A,ES,24,urban,industrial,170.9,26.14683698
STA_ES1662A,ES,460,rural,industrial,62.5,5.330524128
STA_ES1661A,ES,383,rural,industrial,62.5,9.194151195
STA_ES1656A,ES,480,urban,background,47.5,18.54327273
STA_ES1684A,ES,171,urban,background,718.7,22.90225653
STA_ES1749A,ES,530,suburban,background,62.5,12.66479794
STA_ES1750A,ES,36,urban,background,228,8
STA_ES1751A,ES,86,suburban,background,228,16.0439812
STA_ES1818A,ES,500,suburban,background,45.1,20.75971772
STA_ES1815A,ES,192,suburban,background,718.7,15.61264408
STA_ES1812A,ES,238,rural,industrial,127.8,8.549194576
STA_ES1811A,ES,761,suburban,traffic,827.3,14.96944541
STA_ES1810A,ES,469,rural,background,827.3,10.35693524
STA_ES1809A,ES,610,suburban,background,827.3,22.65385503
STA_ES1808A,ES,707,rural,background,827.3,7.548245106
STA_ES1807A,ES,610,suburban,background,827.3,30.12964894
STA_ES1806A,ES,795,rural,background,827.3,5.058464022
STA_ES1805A,ES,852,rural,background,827.3,10.84948597
STA_ES1803A,ES,873,urban,traffic,827.3,26.88214203
STA_ES1802A,ES,995,rural,background,827.3,4.355914356
STA_ES1801A,ES,584,urban,industrial,827.3,19.10487496
STA_ES1800A,ES,152,suburban,background,57.6,13.07753408
STA_ES1799A,ES,119,urban,background,57.6,17.90662722
STA_ES1793A,ES,31,rural,background,52.5,4.651079552
STA_ES1792A,ES,31,suburban,industrial,52.5,14
STA_ES1790A,ES,541,suburban,industrial,29.9,7.943568465
STA_ES1786A,ES,55,suburban,background,80.3,11.45080729
STA_ES1785A,ES,148,urban,industrial,80.3,8.084589208
STA_ES1781A,ES,62,urban,background,170.9,14.08300862
STA_ES1779A,ES,336,rural,industrial,62.3,7.574025522
STA_ES1773A,ES,5,suburban,industrial,718.7,12.73718102
STA_ES1765A,ES,54,suburban,background,236,12.56956574
STA_ES1755A,ES,397,suburban,industrial,62.5,7.578624513
STA_ES1753A,ES,380,rural,industrial,62.3,6.715453384
STA_ES1752A,ES,581,suburban,background,827.3,24.89293139
STA_ES1654A,ES,573,rural,background,140.3,2.665823425
STA_ES1819A,ES,214,urban,background,31.5,9.10874175
STA_ES1653A,ES,49,urban,background,140.3,16.06463969
STA_ES1649A,ES,350,rural,industrial,62.3,7.897802449
STA_ES1598A,ES,62,urban,background,515.2,9.894809689
STA_ES1597A,ES,753,suburban,industrial,64.3,12.7552856
STA_ES1596A,ES,694,urban,industrial,64.3,18.04796336
STA_ES1595A,ES,21,suburban,traffic,515.2,20.32140326
STA_ES1591A,ES,450,rural,industrial,29.9,8.074944849
STA_ES1580A,ES,9,urban,traffic,110.4,33.24112402
STA_ES1579A,ES,88,urban,background,110.4,12.1631137
STA_ES1578A,ES,20,urban,background,110.4,10.98669601
STA_ES1577A,ES,10,urban,industrial,110.4,14.18196319
STA_ES1576A,ES,16,suburban,industrial,110.4,15.91814574
STA_ES1572A,ES,276,urban,background,97,13.39470643
STA_ES1599A,ES,225,rural,background,360.7,3.941872982
STA_ES1569A,ES,340,suburban,industrial,131.1,10.61290721
STA_ES1567A,ES,640,urban,traffic,827.3,35.11345555
STA_ES1565A,ES,674,urban,industrial,827.3,33.85412335
STA_ES1564A,ES,671,urban,traffic,827.3,27.25946008
STA_ES1563A,ES,589,urban,traffic,827.3,28.30869465
STA_ES1560A,ES,689,urban,traffic,72.9,46.26013358
STA_ES1549A,ES,97,urban,background,80.3,16.94382022
STA_ES1544A,ES,594,suburban,background,108.5,12.07164778
STA_ES1543A,ES,619,rural,background,86.2,4.449378545
STA_ES1542A,ES,181,rural,background,86.2,6.551642357
STA_ES1537A,ES,700,urban,background,21.2,20.13026193
STA_ES1568A,ES,650,suburban,background,827.3,26.70350249
STA_ES1601A,ES,390,urban,background,31.5,9.757343611
STA_ES1602A,ES,385,urban,background,62.3,23.15163043
STA_ES1611A,ES,512,suburban,background,827.3,14.98283608
STA_ES1648A,ES,189,rural,background,170.9,5.175522962
STA_ES1645A,ES,631,urban,background,827.3,36.46058803
STA_ES1644A,ES,19,urban,background,140.3,16.54702804
STA_ES1643A,ES,1090,urban,traffic,8.7,18.5896122
STA_ES1641A,ES,220,urban,background,56.3,23.43767938
STA_ES1640A,ES,68,urban,background,140.3,17.13721683
STA_ES1638A,ES,26,urban,background,140.3,26.09430461
STA_ES1637A,ES,1,urban,industrial,170.9,21.38799397
STA_ES1636A,ES,691,urban,industrial,64.3,21.52031156
STA_ES1633A,ES,40,suburban,traffic,131.1,36.80902613
STA_ES1631A,ES,700,urban,traffic,64.3,30.08027495
STA_ES1630A,ES,50,suburban,background,140.3,13.18751512
STA_ES1627A,ES,80,suburban,industrial,131.1,21.89298468
STA_ES1625A,ES,25,urban,traffic,236,20.80615563
STA_ES1624A,ES,44,suburban,background,321.5,14.65716603
STA_ES1623A,ES,534,urban,background,321.5,11.21027479
STA_ES1620A,ES,49,suburban,industrial,170.9,8.799073194
STA_ES1619A,ES,11,urban,background,236,23.49115256
STA_ES1618A,ES,797,urban,traffic,27.2,14.20027561
STA_ES1617A,ES,60,suburban,background,236,11.30846703
STA_ES1616A,ES,376,rural,background,20.1,3.461426862
STA_ES1615A,ES,389,urban,background,20.1,7.661086127
STA_ES1613A,ES,905,urban,traffic,827.3,22.93869289
STA_ES1612A,ES,722,suburban,background,827.3,22.7013047
STA_ES1651A,ES,205,urban,traffic,97,16.21126591
STA_ES1820A,ES,551,suburban,background,31.5,5.321589698
STA_ES1822A,ES,390,rural,industrial,170.9,4.240884638
STA_ES2011A,ES,65,suburban,industrial,718.7,28.04352214
STA_ES2010A,ES,683,urban,traffic,64.3,23.46064534
STA_ES1997A,ES,181,suburban,background,20.1,9.496507778
STA_ES1996A,ES,380,suburban,background,80.3,6.081389925
STA_ES1992A,ES,81,urban,background,718.7,28.77539063
STA_ES1991A,ES,1017,rural,background,8.7,2.53500645
STA_ES1990A,ES,985,rural,background,27.2,1.130764671
STA_ES1989A,ES,1140,rural,background,29.9,4.330536131
STA_ES1988A,ES,814,suburban,background,29.9,13.38699034
STA_ES1987A,ES,613,rural,background,24.9,3.073084618
STA_ES2012A,ES,82,suburban,industrial,718.7,20.23324598
STA_ES1986A,ES,801,urban,traffic,24.9,9.357926336
STA_ES1982A,ES,1570,rural,background,35.5,1.355217599
STA_ES1974A,ES,56,urban,background,97,20.258458
STA_ES1973A,ES,684,suburban,background,72.9,19.45245456
STA_ES1972A,ES,685,suburban,industrial,57.6,0
STA_ES1971A,ES,571,suburban,industrial,57.6,4.837379487
STA_ES1970A,ES,15,urban,traffic,236,34.38417529
STA_ES1969A,ES,250,suburban,background,86.2,10.57221784
STA_ES1968A,ES,20,suburban,industrial,321.5,14.08737297
STA_ES1967A,ES,952,urban,traffic,22.3,10.67385507
STA_ES1963A,ES,548,suburban,background,45.1,21.03262446
STA_ES1948A,ES,96,rural,industrial,127.8,3.151787801
STA_ES1947A,ES,715,urban,background,827.3,28.24959963
STA_ES1983A,ES,7,suburban,background,718.7,33.92884683
STA_ES2018A,ES,200,rural,background,236,7.163789938
STA_ES2019A,ES,510,suburban,background,236,12.21074727
STA_ES2090A,ES,418,suburban,background,718.7,12.18706089
STA_ES2089A,ES,200,urban,background,56.3,27.96619339
STA_ES2082A,ES,389,suburban,background,62.5,9.129979784
STA_ES2075A,ES,89,suburban,industrial,97,13.89432067
STA_ES2069A,ES,38,suburban,background,97,18.95541252
STA_ES2068A,ES,473,suburban,background,62.5,5.491321921
STA_ES2067A,ES,61,suburban,industrial,80.3,6.660296502
STA_ES2066A,ES,200,suburban,industrial,80.3,7.225752707
STA_ES2064A,ES,208,suburban,traffic,56.3,32.84539214
STA_ES2054A,ES,8,suburban,background,97,13.02580495
STA_ES2051A,ES,170,suburban,industrial,97,18.94187659
STA_ES2047A,ES,120,urban,traffic,57.6,32.6376492
STA_ES2042A,ES,690,urban,traffic,64.3,17.53343059
STA_ES2041A,ES,308,urban,background,14.1,8.103216684
STA_ES2040A,ES,76,rural,background,80.3,6.756503148
STA_ES2034A,ES,255,rural,background,35.5,9.134489491
STA_ES2031A,ES,380,urban,traffic,228,38.53836193
STA_ES2030A,ES,39,urban,traffic,228,27.44198207
STA_ES2029A,ES,1150,suburban,background,19.9,6.841042121
STA_ES2028A,ES,622,urban,traffic,827.3,33.36726177
STA_ES2026A,ES,239,rural,industrial,80.3,4.968603621
STA_ES1946A,ES,669,suburban,background,827.3,25.09264993
STA_ES1945A,ES,700,suburban,background,827.3,14.951373
STA_ES1944A,ES,615,urban,background,827.3,31.4346035
STA_ES1943A,ES,605,urban,traffic,827.3,52.52931054
STA_ES1883A,ES,1005,rural,background,14.1,2.27253449
STA_ES1882A,ES,1,rural,background,131.1,6.481728785
STA_ES1878A,ES,22,rural,background,52.5,3.459169147
STA_ES1877A,ES,27,urban,industrial,86.2,23.06442238
STA_ES1869A,ES,594,urban,traffic,827.3,41.25951312
STA_ES1860A,ES,1,rural,industrial,140.3,8.351393374
STA_ES1859A,ES,369,suburban,background,45.1,15.71172221
STA_ES1858A,ES,948,suburban,background,11.7,24.49506619
STA_ES1857A,ES,635,suburban,background,25.2,12.76835001
STA_ES1856A,ES,136,urban,background,718.7,28.98451431
STA_ES1855A,ES,60,rural,industrial,127.8,8.683003953
STA_ES1854A,ES,737,rural,background,127.8,3.307350707
STA_ES1853A,ES,213,rural,background,718.7,14.08528733
STA_ES1851A,ES,661,suburban,background,718.7,12.8854482
STA_ES1849A,ES,99,urban,traffic,321.5,17.00693383
STA_ES1838A,ES,721,suburban,background,827.3,15.95986661
STA_ES1837A,ES,210,urban,traffic,56.3,28.48926972
STA_ES1836A,ES,198,urban,traffic,56.3,25.8659693
STA_ES1835A,ES,51,rural,industrial,80.3,5.279347297
STA_ES1834A,ES,18,urban,traffic,86.2,22.35415418
STA_ES1831A,ES,12,rural,background,257,8.28825055
STA_ES1826A,ES,122,suburban,background,236,19.35752878
STA_ES1825A,ES,65,suburban,background,257,3.529489205
STA_ES1824A,ES,376,suburban,background,47.5,12.470745
STA_ES1884A,ES,3,suburban,industrial,236,7.06869989
STA_ES1536A,ES,630,suburban,background,21.2,15.81033477
STA_ES1885A,ES,7,suburban,background,236,18.49292149
STA_ES1889A,ES,743,suburban,background,27.2,7.703955067
STA_ES1942A,ES,619,urban,background,827.3,41.16374871
STA_ES1941A,ES,630,urban,background,827.3,37.1524104
STA_ES1940A,ES,729,urban,traffic,827.3,39.67568187
STA_ES1939A,ES,672,urban,background,827.3,29.21758518
STA_ES1938A,ES,676,urban,traffic,827.3,38.92603178
STA_ES1937A,ES,609,urban,background,827.3,34.81126245
STA_ES1930A,ES,34,rural,background,127.8,5.742608081
STA_ES1929A,ES,5,suburban,background,718.7,33.76407825
STA_ES1927A,ES,720,urban,traffic,16.8,5.806229169
STA_ES1926A,ES,11,suburban,traffic,236,21.31487266
STA_ES1924A,ES,666,urban,background,72.9,33.65638711
STA_ES1923A,ES,620,rural,background,718.7,14.29031887
STA_ES1922A,ES,953,urban,traffic,20.1,6.02427692
STA_ES1921A,ES,10,urban,background,131.1,19.47286523
STA_ES1917A,ES,728,rural,background,236,3.103792415
STA_ES1915A,ES,55,urban,background,321.5,23.78059169
STA_ES1914A,ES,355,suburban,background,321.5,8.629689298
STA_ES1913A,ES,642,rural,background,321.5,2.985289201
STA_ES1912A,ES,7,urban,traffic,236,26.523625
STA_ES1911A,ES,320,suburban,industrial,236,7.267711172
STA_ES1910A,ES,25,suburban,background,718.7,14.84634965
STA_ES1903A,ES,14,suburban,background,718.7,21.46825029
STA_ES1899A,ES,155,rural,industrial,718.7,13.61190739
STA_ES1898A,ES,359,rural,background,228,3.991840114
